,object,video_id
2410,sitting,v_25dJIdZj6Xs
2411,person,v_25dJIdZj6Xs
2412,go,v_25dJIdZj6Xs
2413,demonstrates,v_sTtFSpelQk4
2414,paddling,v_sTtFSpelQk4
2415,drifts,v_sTtFSpelQk4
2416,pushes,v_sTtFSpelQk4
2417,smoking,v_-_Ud3LXSjdE
2418,flip,v_-_Ud3LXSjdE
2419,make,v_-_Ud3LXSjdE
2420,seen,v_5LHIoaSvKCU
2421,fills,v_5LHIoaSvKCU
2422,uses,v_5LHIoaSvKCU
2423,talking,v_II0BlR0BriI
2424,form,v_II0BlR0BriI
2425,hold,v_II0BlR0BriI
2426,shown,v_HtuDZLsOK6M
2427,flying,v_HtuDZLsOK6M
2428,seen,v_HtuDZLsOK6M
2429,playing,v_PjSOjB7qhcA
2430,hit,v_PjSOjB7qhcA
2431,gets,v_PjSOjB7qhcA
2432,play,v_4X8raZBOzvM
2433,finish,v_4X8raZBOzvM
2434,turns,v_4X8raZBOzvM
2435,claps,v_4X8raZBOzvM
2436,seated,v_U7iNqQs1kRk
2437,play,v_U7iNqQs1kRk
2438,see,v_rMes9poepAI
2439,see,v_rMes9poepAI
2440,see,v_rMes9poepAI
2441,see,v_rMes9poepAI
2442,see,v_rMes9poepAI
2443,see,v_rMes9poepAI
2444,see,v_rMes9poepAI
2445,shows,v_rMes9poepAI
2446,see,v_rMes9poepAI
2447,returns,v_rMes9poepAI
2448,shown,v_09Kr5TQ9DHQ
2449,shown,v_09Kr5TQ9DHQ
2450,shown,v_09Kr5TQ9DHQ
2451,taunted,v_esQnfUcBbPE
2452,taunts,v_esQnfUcBbPE
2453,caught,v_esQnfUcBbPE
2454,seen,v_J9Sl_H-1BOA
2455,continues,v_J9Sl_H-1BOA
2456,gathered,v_mnv-Qz4QDfU
2457,shown,v_mnv-Qz4QDfU
2458,We,v_mnv-Qz4QDfU
2459,seen,v_C0OxaqCr_wk
2460,continues,v_C0OxaqCr_wk
2461,are,v_vt81bZ6_GcQ
2462,walks,v_vt81bZ6_GcQ
2463,standing,v_vt81bZ6_GcQ
2464,seen,v_bGDwE1v16HU
2465,continues,v_bGDwE1v16HU
2466,moves,v_2-xPjKzp-Kk
2467,stacks,v_2-xPjKzp-Kk
2468,start,v_2-xPjKzp-Kk
2469,pick,v_2-xPjKzp-Kk
2470,tap,v_2-xPjKzp-Kk
2471,make,v_2-xPjKzp-Kk
2472,shown,v_cAmGHiqmnaw
2473,is,v_cAmGHiqmnaw
2474,is,v_LyJxXonLzT4
2475,fills,v_LyJxXonLzT4
2476,shakes,v_LyJxXonLzT4
2477,begins,v_LyJxXonLzT4
2478,puts,v_LyJxXonLzT4
2479,ends,v_LyJxXonLzT4
2480,seen,v_lJRwUE12drE
2481,moves,v_lJRwUE12drE
2482,steps,v_lJRwUE12drE
2483,woman,v_8BAn48zfc68
2484,fails,v_8BAn48zfc68
2485,talking,v_8HdfGmQaabM
2486,shows,v_8HdfGmQaabM
2487,shows,v_8HdfGmQaabM
2488,returns,v_8HdfGmQaabM
2489,pictured,v_bi6C3kyP4mU
2490,begin,v_bi6C3kyP4mU
2491,began,v_bi6C3kyP4mU
2492,shown,v_bi6C3kyP4mU
2493,paddling,v_ZYrQ-TSPQfU
2494,splashes,v_ZYrQ-TSPQfU
2495,stop,v_ZYrQ-TSPQfU
2496,uses,v_v1Iv-ySc2LM
2497,twist,v_v1Iv-ySc2LM
2498,see,v_2LzWCwYtUzs
2499,see,v_2LzWCwYtUzs
2500,washes,v_2LzWCwYtUzs
2501,rinses,v_2LzWCwYtUzs
2502,dices,v_2LzWCwYtUzs
2503,walks,v_6ECElQXTBIY
2504,performs,v_6ECElQXTBIY
2505,throws,v_6ECElQXTBIY
2506,pauses,v_6ECElQXTBIY
2507,does,v_6ECElQXTBIY
2508,seen,v_cd_-gvb82Bs
2509,points,v_cd_-gvb82Bs
2510,stands,v_TxiLjdHoXU4
2511,performs,v_TxiLjdHoXU4
2512,continues,v_TxiLjdHoXU4
2513,jumps,v_TxiLjdHoXU4
2514,seen,v_98buk_vE_z4
2515,play,v_98buk_vE_z4
2516,are,v_XGwP_Y-x-dI
2517,drops,v_XGwP_Y-x-dI
2518,pulls,v_XGwP_Y-x-dI
2519,"""s""",v_13hdhdieZuc
2520,begins,v_13hdhdieZuc
2521,takes,v_13hdhdieZuc
2522,takes,v_13hdhdieZuc
2523,finishes,v_13hdhdieZuc
2524,shows,v_13hdhdieZuc
2525,removes,v_13hdhdieZuc
2526,starts,v_13hdhdieZuc
2527,takes,v_13hdhdieZuc
2528,applies,v_13hdhdieZuc
2529,standing,v_KOiRoi5_SnQ
2530,skis,v_KOiRoi5_SnQ
2531,stop,v_KOiRoi5_SnQ
2532,seen,v_pPGniqIBs-U
2533,climb,v_pPGniqIBs-U
2534,ride,v_pPGniqIBs-U
2535,shown,v_fNPEa0Sd4hM
2536,goes,v_fNPEa0Sd4hM
2537,does,v_fNPEa0Sd4hM
2538,shown,v_oD5lGBt7U7g
2539,brings,v_oD5lGBt7U7g
2540,is,v_RoAtTRjWKEg
2541,turns,v_RoAtTRjWKEg
2542,walk,v_8b3ZBE0n3V8
2543,walk,v_8b3ZBE0n3V8
2544,smiles,v_8b3ZBE0n3V8
2545,begin,v_8b3ZBE0n3V8
2546,playing,v_Hc7A90HiA28
2547,pulling,v_Hc7A90HiA28
2548,"""s""",v_yduDG8EcM0A
2549,juicing,v_yduDG8EcM0A
2550,seems,v_yduDG8EcM0A
2551,puts,v_yduDG8EcM0A
2552,see,v_FZtIVsmpYcI
2553,see,v_FZtIVsmpYcI
2554,see,v_FZtIVsmpYcI
2555,see,v_FZtIVsmpYcI
2556,see,v_FZtIVsmpYcI
2557,starts,v_FZtIVsmpYcI
2558,mows,v_FZtIVsmpYcI
2559,leads,v_2mmN96TdEdY
2560,continue,v_2mmN96TdEdY
2561,play,v_0YQPGAsZPgY
2562,plays,v_0YQPGAsZPgY
2563,knocks,v_0YQPGAsZPgY
2564,begins,v_0YQPGAsZPgY
2565,begins,v_Deo_GsHyw8Y
2566,Demonstrating,v_Deo_GsHyw8Y
2567,shows,v_Deo_GsHyw8Y
2568,explains,v_Deo_GsHyw8Y
2569,seen,v_eQc-8npRq18
2570,begins,v_eQc-8npRq18
2571,jumps,v_eQc-8npRq18
2572,woman,v_G836MDBhEpg
2573,pours,v_G836MDBhEpg
2574,pours,v_G836MDBhEpg
2575,put,v_xm01x3C3RJo
2576,pours,v_xm01x3C3RJo
2577,rubs,v_xm01x3C3RJo
2578,dries,v_xm01x3C3RJo
2579,talking,v_dU4sCY0kHtk
2580,demonstrates,v_dU4sCY0kHtk
2581,steps,v_dU4sCY0kHtk
2582,is,v_c6ie4KwFnAs
2583,goalie,v_c6ie4KwFnAs
2584,is,v_c6ie4KwFnAs
2585,are,v_c6ie4KwFnAs
2586,scores,v_c6ie4KwFnAs
2587,start,v_yNyv7Ykn5oo
2588,join,v_yNyv7Ykn5oo
2589,continues,v_yNyv7Ykn5oo
2590,moves,v_yNyv7Ykn5oo
2591,observe,v_yNyv7Ykn5oo
2592,seen,v_AzUK4Nwd-sY
2593,leads,v_AzUK4Nwd-sY
2594,interviews,v_AzUK4Nwd-sY
2595,seen,v_fXgszraP2tc
2596,seen,v_fXgszraP2tc
2597,continues,v_fXgszraP2tc
2598,shown,v_qBvQjv1XyfQ
2599,hops,v_qBvQjv1XyfQ
2600,puts,v_qBvQjv1XyfQ
2601,pans,v_Tk3zk2pJ9KA
2602,rises,v_Tk3zk2pJ9KA
2603,seen,v_Tk3zk2pJ9KA
2604,seen,v_6fI4gF_2VCk
2605,continues,v_6fI4gF_2VCk
2606,moves,v_6fI4gF_2VCk
2607,seen,v_p9JNte3VMKQ
2608,continues,v_p9JNte3VMKQ
2609,shown,v_hwY9jvSjC9I
2610,takes,v_hwY9jvSjC9I
2611,bends,v_hwY9jvSjC9I
2612,exhibit,v_sObM6mb3hgs
2613,showcase,v_sObM6mb3hgs
2614,picks,v_sObM6mb3hgs
2615,showcased,v_sObM6mb3hgs
2616,seen,v_iWj81FBROQQ
2617,jumps,v_iWj81FBROQQ
2618,jumps,v_iWj81FBROQQ
2619,makes,v_deuSw3RnNLU
2620,enters,v_deuSw3RnNLU
2621,pours,v_deuSw3RnNLU
2622,adds,v_deuSw3RnNLU
2623,seen,v_77w2Am_ttbg
2624,walks,v_77w2Am_ttbg
2625,teams,v_yEFS8M4pgMU
2626,are,v_yEFS8M4pgMU
2627,standing,v_yEFS8M4pgMU
2628,pulls,v_yEFS8M4pgMU
2629,sitting,v_IY1bVy1yZv4
2630,standing,v_IY1bVy1yZv4
2631,pushing,v_IY1bVy1yZv4
2632,falls,v_fvUQQF5S4Dg
2633,takes,v_fvUQQF5S4Dg
2634,gives,v_fvUQQF5S4Dg
2635,gives,v_fvUQQF5S4Dg
2636,shown,v_9mpPAwSmUmk
2637,shown,v_9mpPAwSmUmk
2638,works,v_9mpPAwSmUmk
2639,removes,v_9mpPAwSmUmk
2640,removes,v_9mpPAwSmUmk
2641,measures,v_9mpPAwSmUmk
2642,is,v_-AUKiMfqga4
2643,puts,v_-AUKiMfqga4
2644,flips,v_-AUKiMfqga4
2645,flips,v_-AUKiMfqga4
2646,sleeping,v_54chD8QFKyk
2647,explains,v_54chD8QFKyk
2648,takes,v_54chD8QFKyk
2649,seen,v_D74hnUdBs04
2650,pans,v_D74hnUdBs04
2651,kneels,v_p4rdUt1iDkY
2652,stands,v_p4rdUt1iDkY
2653,sitting,v_JzLqc6MhJtc
2654,looks,v_JzLqc6MhJtc
2655,painting,v_JzLqc6MhJtc
2656,falls,v_ZTtPztql5jM
2657,are,v_ZTtPztql5jM
2658,stand,v_ZTtPztql5jM
2659,throw,v_ZTtPztql5jM
2660,drives,v_cJYtpnf5aOM
2661,mows,v_cJYtpnf5aOM
2662,sucking,v_2hgXJR5QdkU
2663,laying,v_2hgXJR5QdkU
2664,seems,v_2hgXJR5QdkU
2665,smiles,v_2hgXJR5QdkU
2666,running,v_LKf1eTzmK14
2667,shown,v_LKf1eTzmK14
2668,crawling,v_LKf1eTzmK14
2669,carried,v_LKf1eTzmK14
2670,stumbles,v_LKf1eTzmK14
2671,shown,v_LKf1eTzmK14
2672,shown,v_LKf1eTzmK14
2673,talking,v_LKf1eTzmK14
2674,shown,v_LKf1eTzmK14
2675,shown,v_LKf1eTzmK14
2676,attempting,v_7pcnWE7jpQY
2677,are,v_7pcnWE7jpQY
2678,achieved,v_7pcnWE7jpQY
2679,shown,v_EuIBTFqVOt8
2680,battle,v_EuIBTFqVOt8
2681,performs,v_We9NR-CaIgM
2682,stands,v_We9NR-CaIgM
2683,bend,v_We9NR-CaIgM
2684,twist,v_We9NR-CaIgM
2685,grooms,v_W04glwJ_IYI
2686,holds,v_W04glwJ_IYI
2687,combed,v_W04glwJ_IYI
2688,continues,v_W04glwJ_IYI
2689,mounts,v_vNMBtwYDH9E
2690,performs,v_vNMBtwYDH9E
2691,dismounts,v_vNMBtwYDH9E
2692,standing,v_mfq5Y7S3BWs
2693,seen,v_mfq5Y7S3BWs
2694,shown,v_mfq5Y7S3BWs
2695,seen,v_mfq5Y7S3BWs
2696,shown,v_mfq5Y7S3BWs
2697,does,v_mfq5Y7S3BWs
2698,finish,v_mfq5Y7S3BWs
2699,stands,v_oWsEp7hsmZg
2700,holds,v_oWsEp7hsmZg
2701,sits,v_oWsEp7hsmZg
2702,performs,v_oWsEp7hsmZg
2703,lays,v_oWsEp7hsmZg
2704,sits,v_oWsEp7hsmZg
2705,seen,v_1XQUDJhMcj8
2706,seen,v_1XQUDJhMcj8
2707,are,v_2xQVZorob1Q
2708,sets,v_2xQVZorob1Q
2709,shows,v_2xQVZorob1Q
2710,put,v_AXyRIyXqnzI
2711,man,v_AXyRIyXqnzI
2712,featured,v_AXyRIyXqnzI
2713,featured,v_AXyRIyXqnzI
2714,seen,v_WWyGnNfcj8Q
2715,adds,v_WWyGnNfcj8Q
2716,takes,v_WWyGnNfcj8Q
2717,is,v_sW_iLVVMF4w
2718,shows,v_sW_iLVVMF4w
2719,picks,v_sW_iLVVMF4w
2720,blows,v_sW_iLVVMF4w
2721,getting,v_RDC4sqe8xVk
2722,talking,v_RDC4sqe8xVk
2723,seen,v_RDC4sqe8xVk
2724,seen,v_H306mUUJ5BE
2725,plays,v_H306mUUJ5BE
2726,seen,v_C4xYnBd7PM0
2727,shown,v_C4xYnBd7PM0
2728,shown,v_C4xYnBd7PM0
2729,sitting,v_L1oWKMy5ofM
2730,gets,v_L1oWKMy5ofM
2731,dances,v_L1oWKMy5ofM
2732,standing,v__rzxmgPv6Co
2733,shown,v__rzxmgPv6Co
2734,comes,v__rzxmgPv6Co
2735,standing,v_W2wyahjyTFc
2736,jumps,v_W2wyahjyTFc
2737,smiles,v_W2wyahjyTFc
2738,fasten,v_C1YNGahOoiA
2739,sail,v_C1YNGahOoiA
2740,gets,v_C1YNGahOoiA
2741,pass,v_C1YNGahOoiA
2742,appears,v_h0p_7Q2Bucc
2743,gets,v_h0p_7Q2Bucc
2744,jump,v_h0p_7Q2Bucc
2745,shown,v_vOpFUVofoM4
2746,shown,v_vOpFUVofoM4
2747,shown,v_LGj7_gw2GbQ
2748,shown,v_LGj7_gw2GbQ
2749,is,v_LGj7_gw2GbQ
2750,is,v_LGj7_gw2GbQ
2751,flips,v_LGj7_gw2GbQ
2752,ride,v_LGj7_gw2GbQ
2753,jump,v_LGj7_gw2GbQ
2754,are,v_LGj7_gw2GbQ
2755,jumps,v_LGj7_gw2GbQ
2756,hoops,v_LGj7_gw2GbQ
2757,dance,v_LGj7_gw2GbQ
2758,leaps,v_LGj7_gw2GbQ
2759,uses,v_LGj7_gw2GbQ
2760,run,v_LGj7_gw2GbQ
2761,stands,v_LGj7_gw2GbQ
2762,gets,v_jhakEVLCqNM
2763,talking,v_jhakEVLCqNM
2764,pushes,v_jhakEVLCqNM
2765,gets,v_jhakEVLCqNM
2766,gets,v_jhakEVLCqNM
2767,walks,v_jhakEVLCqNM
2768,shown,v_cTZw5NUK1-c
2769,seen,v_cTZw5NUK1-c
2770,shown,v_cTZw5NUK1-c
2771,seen,v_cTZw5NUK1-c
2772,holding,v_G4D6UtJh3AU
2773,talks,v_G4D6UtJh3AU
2774,lifts,v_AtUAYnNTniM
2775,stands,v_AtUAYnNTniM
2776,drops,v_AtUAYnNTniM
2777,surrounded,v_DEEgoxzTvdk
2778,see,v_DEEgoxzTvdk
2779,see,v_DEEgoxzTvdk
2780,see,v_1WSFrupQzQI
2781,see,v_1WSFrupQzQI
2782,runs,v_1WSFrupQzQI
2783,rams,v_1WSFrupQzQI
2784,teases,v_1WSFrupQzQI
2785,seen,v_EX3szlLBdFM
2786,seen,v_EX3szlLBdFM
2787,continue,v_EX3szlLBdFM
2788,putting,v__ekSmyvWdRQ
2789,grab,v__ekSmyvWdRQ
2790,chop,v__ekSmyvWdRQ
2791,talks,v_ta9cB1q4AzU
2792,pretends,v_ta9cB1q4AzU
2793,shows,v_ta9cB1q4AzU
2794,purchase,v_ta9cB1q4AzU
2795,shown,v_8jj-mhVrlGA
2796,pans,v_8jj-mhVrlGA
2797,shoot,v_8jj-mhVrlGA
2798,seen,v_BvACPvbUq1k
2799,shows,v_BvACPvbUq1k
2800,seen,v_7KKYKIlGaXk
2801,stretches,v_7KKYKIlGaXk
2802,is,v_7KKYKIlGaXk
2803,shown,v_7KKYKIlGaXk
2804,leads,v_l-R4wiSZcRc
2805,seen,v_l-R4wiSZcRc
2806,shakes,v_l-R4wiSZcRc
2807,sits,v_fVBXRUWEyoA
2808,sits,v_fVBXRUWEyoA
2809,puts,v_fVBXRUWEyoA
2810,stands,v_fVBXRUWEyoA
2811,shown,v_yST1TsQ6mgY
2812,continue,v_yST1TsQ6mgY
2813,seen,v_yST1TsQ6mgY
2814,seen,v_vfLKyUMzFHg
2815,performs,v_vfLKyUMzFHg
2816,shows,v_gE1nShlv6mo
2817,finish,v_gE1nShlv6mo
2818,gabs,v_gE1nShlv6mo
2819,is,v_fTGtoTlJyh0
2820,put,v_fTGtoTlJyh0
2821,talking,v_6asjaqo0OHc
2822,places,v_6asjaqo0OHc
2823,continues,v_6asjaqo0OHc
2824,seen,v_y-87JMf_-J8
2825,pans,v_y-87JMf_-J8
2826,plays,v_y-87JMf_-J8
2827,seen,v_hrpRVbLRoJ4
2828,quicker,v_hrpRVbLRoJ4
2829,shown,v_hrpRVbLRoJ4
2830,bents,v_hbipKjS0G7w
2831,rises,v_hbipKjS0G7w
2832,release,v_hbipKjS0G7w
2833,seen,v_4BofYu8Soz8
2834,continues,v_4BofYu8Soz8
2835,shown,v_Gxjfc5O6AAc
2836,shown,v_Gxjfc5O6AAc
2837,shown,v_Gxjfc5O6AAc
2838,person,v_1opIvQF0m_M
2839,shows,v_1opIvQF0m_M
2840,rides,v_1opIvQF0m_M
2841,shown,v_1opIvQF0m_M
2842,cutting,v_1dM62Xpm9Ns
2843,sharpens,v_1dM62Xpm9Ns
2844,continues,v_1dM62Xpm9Ns
2845,reading,v_1dM62Xpm9Ns
2846,standing,v_wYIeRRTRtX8
2847,standing,v_wYIeRRTRtX8
2848,jumps,v_wYIeRRTRtX8
2849,is,v_3S7EwcX-Rd0
2850,start,v_3S7EwcX-Rd0
2851,shown,v_3S7EwcX-Rd0
2852,crowned,v_3S7EwcX-Rd0
2853,seen,v_NbmseYFNIlA
2854,takes,v_NbmseYFNIlA
2855,using,v_H7EmlU0wQ6g
2856,vacuums,v_H7EmlU0wQ6g
2857,vacuums,v_H7EmlU0wQ6g
2858,returns,v_H7EmlU0wQ6g
2859,riding,v_9wpV8Gknh1E
2860,is,v_9wpV8Gknh1E
2861,go,v_9wpV8Gknh1E
2862,taps,v_9wpV8Gknh1E
2863,standing,v_bp1blshSKJU
2864,playing,v_bp1blshSKJU
2865,turns,v_bp1blshSKJU
2866,see,v_KB9sqtTJTZw
2867,see,v_KB9sqtTJTZw
2868,see,v_KB9sqtTJTZw
2869,see,v_KB9sqtTJTZw
2870,see,v_KB9sqtTJTZw
2871,see,v_KB9sqtTJTZw
2872,see,v_KB9sqtTJTZw
2873,see,v_KB9sqtTJTZw
2874,take,v_KB9sqtTJTZw
2875,does,v_KB9sqtTJTZw
2876,shown,v_qemvXlRMQgM
2877,attached,v_qemvXlRMQgM
2878,filled,v_qemvXlRMQgM
2879,packed,v_qemvXlRMQgM
2880,smokes,v_qemvXlRMQgM
2881,see,v_jwlYaPt2DIs
2882,juices,v_jwlYaPt2DIs
2883,cuts,v_jwlYaPt2DIs
2884,adds,v_jwlYaPt2DIs
2885,shown,v_wr_1p7obP-g
2886,pours,v_wr_1p7obP-g
2887,pushes,v_wr_1p7obP-g
2888,opens,v_wr_1p7obP-g
2889,sitting,v_TT2e7-NbUxo
2890,cuts,v_TT2e7-NbUxo
2891,dries,v_TT2e7-NbUxo
2892,wins,v_nvsZFU73npI
2893,standing,v_nvsZFU73npI
2894,preparing,v_nvsZFU73npI
2895,shown,v_nvsZFU73npI
2896,playing,v_rVcgTALWCRA
2897,stands,v_rVcgTALWCRA
2898,standing,v_at_ahUtnF9Q
2899,demonstrating,v_at_ahUtnF9Q
2900,start,v_at_ahUtnF9Q
2901,sitting,v_Ly70Hwy52WA
2902,interviewed,v_Ly70Hwy52WA
2903,playing,v_Ly70Hwy52WA
2904,stands,v_IIAaKRUze8A
2905,holds,v_IIAaKRUze8A
2906,places,v_IIAaKRUze8A
2907,attaches,v_IIAaKRUze8A
2908,braids,v_4b2_OpAGwW0
2909,ties,v_4b2_OpAGwW0
2910,performs,v_veNIfCkd1Pw
2911,supervises,v_veNIfCkd1Pw
2912,stand,v_veNIfCkd1Pw
2913,slicing,v_CIPSw35iF3k
2914,stack,v_CIPSw35iF3k
2915,sets,v_CIPSw35iF3k
2916,empties,v_CIPSw35iF3k
2917,stirs,v_CIPSw35iF3k
2918,takes,v_CIPSw35iF3k
2919,tops,v_CIPSw35iF3k
2920,is,v_CIPSw35iF3k
2921,lifts,v_CcMic7jNIuE
2922,filming,v_CcMic7jNIuE
2923,comes,v_CcMic7jNIuE
2924,drops,v_CcMic7jNIuE
2925,talking,v_9wMEbyzxNHI
2926,look,v_9wMEbyzxNHI
2927,men,v_9wMEbyzxNHI
2928,begins,v_V2MlQezL1IE
2929,ends,v_V2MlQezL1IE
2930,comes,v_V2MlQezL1IE
2931,seen,v_V2MlQezL1IE
2932,screen,v_V2MlQezL1IE
2933,begin,v_V2MlQezL1IE
2934,describes,v_MZz0OTfvjrY
2935,introduces,v_MZz0OTfvjrY
2936,prepare,v_MZz0OTfvjrY
2937,get,v_MZz0OTfvjrY
2938,tries,v_MZz0OTfvjrY
2939,seen,v_Cp4a_gN4pDQ
2940,continue,v_Cp4a_gN4pDQ
2941,jumps,v_owflykBauOA
2942,dismounts,v_owflykBauOA
2943,smiles,v_owflykBauOA
2944,plays,v_Pr3iVnKpv0c
2945,holds,v_Pr3iVnKpv0c
2946,end,v_Pr3iVnKpv0c
2947,is,v_YPXeQVi39nU
2948,sands,v_YPXeQVi39nU
2949,goes,v_YPXeQVi39nU
2950,shows,v_xH7qxBIz-tU
2951,resets,v_xH7qxBIz-tU
2952,begins,v_xH7qxBIz-tU
2953,resets,v_xH7qxBIz-tU
2954,continues,v_xH7qxBIz-tU
2955,shovels,v_jCNaa108OhI
2956,uses,v_jCNaa108OhI
2957,holding,v_5c1zqvr3yKM
2958,finishes,v_5c1zqvr3yKM
2959,starts,v_5c1zqvr3yKM
2960,make,v_aNQRlsp5yv8
2961,digs,v_aNQRlsp5yv8
2962,approach,v_aNQRlsp5yv8
2963,doing,v_aNQRlsp5yv8
2964,walks,v_QYb2ektVZek
2965,performs,v_QYb2ektVZek
2966,slides,v_QYb2ektVZek
2967,takes,v_QYb2ektVZek
2968,change,v_QYb2ektVZek
2969,standing,v_UeuZeIASSPw
2970,is,v_UeuZeIASSPw
2971,stands,v_UeuZeIASSPw
2972,repeated,v_UeuZeIASSPw
2973,see,v_civPiYFf2vE
2974,see,v_civPiYFf2vE
2975,see,v_civPiYFf2vE
2976,see,v_civPiYFf2vE
2977,vacuums,v_civPiYFf2vE
2978,are,v_Gg8Ha8OPtZ0
2979,bowls,v_Gg8Ha8OPtZ0
2980,is,v_Gg8Ha8OPtZ0
2981,dancing,v_Ccy8WD2k4L8
2982,picks,v_Ccy8WD2k4L8
2983,begins,v_Ccy8WD2k4L8
2984,stands,v_kF6tSW-ZOFg
2985,jumps,v_kF6tSW-ZOFg
2986,hops,v_kF6tSW-ZOFg
2987,carry,v_6EN1q4TmPtI
2988,lie,v_6EN1q4TmPtI
2989,advance,v_6EN1q4TmPtI
2990,are,v_MQ7k1wig4jk
2991,engrossed,v_MQ7k1wig4jk
2992,standing,v_-zp0Sban5Wk
2993,shows,v_-zp0Sban5Wk
2994,boils,v_-zp0Sban5Wk
2995,mixes,v_-zp0Sban5Wk
2996,takes,v_-zp0Sban5Wk
2997,washing,v__HeqBIO9TgQ
2998,rinses,v__HeqBIO9TgQ
2999,walks,v__HeqBIO9TgQ
3000,see,v__HeqBIO9TgQ
3001,see,v__HeqBIO9TgQ
3002,see,v__HeqBIO9TgQ
3003,seated,v_NKNgAE07TIQ
3004,is,v_NKNgAE07TIQ
3005,tops,v_NKNgAE07TIQ
3006,picks,v_NKNgAE07TIQ
3007,uses,v_NKNgAE07TIQ
3008,adds,v_NKNgAE07TIQ
3009,adds,v_NKNgAE07TIQ
3010,gives,v_NKNgAE07TIQ
3011,shakes,v_NKNgAE07TIQ
3012,stand,v_fMVKdmMVixQ
3013,instructs,v_fMVKdmMVixQ
3014,perform,v_fMVKdmMVixQ
3015,seen,v_nhW0O7NC0GM
3016,continues,v_nhW0O7NC0GM
3017,moves,v_nhW0O7NC0GM
3018,puts,v_520b6oA9s-U
3019,puts,v_520b6oA9s-U
3020,puts,v_520b6oA9s-U
3021,put,v_520b6oA9s-U
3022,standing,v_nn__PD7zCcs
3023,stops,v_nn__PD7zCcs
3024,moves,v_nn__PD7zCcs
3025,are,v_RKsto2FmBzM
3026,comes,v_RKsto2FmBzM
3027,shown,v_RKsto2FmBzM
3028,equips,v_Sbgh1UQcG24
3029,talks,v_Sbgh1UQcG24
3030,chops,v_Sbgh1UQcG24
3031,removes,v_Sbgh1UQcG24
3032,equips,v_Sbgh1UQcG24
3033,removes,v_Sbgh1UQcG24
3034,equips,v_Sbgh1UQcG24
3035,removes,v_Sbgh1UQcG24
3036,getting,v_DAd-joUpMIk
3037,jumps,v_DAd-joUpMIk
3038,surrounded,v_DAd-joUpMIk
3039,holding,v_DAd-joUpMIk
3040,begin,v_DAd-joUpMIk
3041,is,v_DAd-joUpMIk
3042,is,v_DAd-joUpMIk
3043,sits,v_Hxb8D4W-G0I
3044,rides,v_Hxb8D4W-G0I
3045,goes,v_Hxb8D4W-G0I
3046,seen,v_Hxb8D4W-G0I
3047,swimming,v_TdNiQsZNJTU
3048,swim,v_TdNiQsZNJTU
3049,try,v_TdNiQsZNJTU
3050,"""s""",v_6qynXM937V0
3051,is,v_6qynXM937V0
3052,continues,v_6qynXM937V0
3053,puts,v_6qynXM937V0
3054,sitting,v_SdbxPbXeQJ0
3055,stands,v_SdbxPbXeQJ0
3056,sits,v_SdbxPbXeQJ0
3057,walking,v_SdbxPbXeQJ0
3058,open,v_SdbxPbXeQJ0
3059,bring,v_SdbxPbXeQJ0
3060,picks,v_SdbxPbXeQJ0
3061,shots,v_aa-bFJZmcko
3062,adjusts,v_aa-bFJZmcko
3063,is,v_9riZioI46sM
3064,trying,v_9riZioI46sM
3065,sits,v_9riZioI46sM
3066,continues,v_9riZioI46sM
3067,holds,v_aVL9ArQS_Ag
3068,put,v_aVL9ArQS_Ag
3069,seen,v_gSeE_Ms-2TI
3070,pans,v_gSeE_Ms-2TI
3071,pans,v_gSeE_Ms-2TI
3072,runs,v_4Gs7Xyn16QI
3073,throws,v_4Gs7Xyn16QI
3074,see,v_4Gs7Xyn16QI
3075,talks,v_1UQYk6ohuRE
3076,cuts,v_1UQYk6ohuRE
3077,cuts,v_1UQYk6ohuRE
3078,see,v_fBov3cwPEho
3079,takes,v_fBov3cwPEho
3080,drops,v_fBov3cwPEho
3081,adds,v_fBov3cwPEho
3082,turns,v_fBov3cwPEho
3083,puts,v_fBov3cwPEho
3084,pans,v_fBov3cwPEho
3085,bouncing,v_wvlyV067oOU
3086,wearing,v_wvlyV067oOU
3087,went,v_wvlyV067oOU
3088,fell,v_wvlyV067oOU
3089,shown,v_CtA4VynDEkI
3090,climbs,v_CtA4VynDEkI
3091,joins,v_CtA4VynDEkI
3092,seen,v_jbSBQL08VHA
3093,peddles,v_jbSBQL08VHA
3094,displayed,v_DpI9JtaMtec
3095,put,v_DpI9JtaMtec
3096,cuts,v_DpI9JtaMtec
3097,standing,v_aPXqTfbtgYI
3098,join,v_aPXqTfbtgYI
3099,back,v_aPXqTfbtgYI
3100,"""s""",v_U0Q10ZdqnJo
3101,bounces,v_U0Q10ZdqnJo
3102,demonstrating,v_tS-MHCJKMgM
3103,explains,v_tS-MHCJKMgM
3104,shows,v_XEqijKYIJNg
3105,fry,v_XEqijKYIJNg
3106,mix,v_XEqijKYIJNg
3107,attempt,v_QX3pwZOJbRs
3108,dry,v_QX3pwZOJbRs
3109,get,v_QX3pwZOJbRs
3110,stands,v_7n9It_jjaBg
3111,jumps,v_7n9It_jjaBg
3112,swings,v_7n9It_jjaBg
3113,scrubbing,v_f0CVl853HUg
3114,splashing,v_f0CVl853HUg
3115,squeezes,v_f0CVl853HUg
3116,gets,v_f0CVl853HUg
3117,"""s""",v_SIX51vtOOek
3118,"""s""",v_SIX51vtOOek
3119,person,v_SIX51vtOOek
